id_usuario,nombre,mail,password,username,id_videojuego,cantidad,veredicto,titulo,texto
131,Sandra White,swhite@yahoo.it,AlTbt6GM,swhite1976,74.0,,positivo,Pero que ofertón,"Consistente, repleto de contenido, soprendentemente bueno"
148,Mario Shepard,mshepard@hotmail.com,3vVZGIhO,mshepard1995,8173.0,0.5,,,
130,Eric Taylor,etaylor@yahoo.it,NZQdoyvw,etaylor1969,529.0,2.25,,,
89,Amanda Smith,asmith@gmail.com,2HpVCr81,asmith1989,1970.0,4.0,,,
119,Sheena Harrison,sharrison@yahoo.es,dqJ3UlcF,sharrison2000,673.0,1.75,,,
79,Michael Stewart,mstewart@hotmail.com,gnBKK1zl,mstewart1996,19560.0,80.25,,,
102,Benjamin Miller,bmiller@yahoo.it,RRMlowlh,bmiller1969,529.0,52.0,,,
77,Anthony Clark,aclark@yahoo.it,PsFGHSvv,aclark1972,427.0,10.0,,,
47,Jeffrey Brown,jbrown@gmail.com,rUES9Men,jbrown1968,59.0,90.0,,,
141,Jessica Taylor,jtaylor@yahoo.com,5f3ioZ9I,jtaylor1997,2207.0,4.5,,,
100,Jason Stone,jstone@yahoo.com,OxmLgzvq,jstone1973,960.0,3.75,,,
140,Katherine Smith,ksmith@icloud.com,HP8EuHQ2,ksmith2000,327.0,4.5,,,
80,Nicholas Snyder,nsnyder@hotmail.com,38mdWYSX,nsnyder1960,1026.0,60.0,,,
46,Sherri Smith,ssmith@hotmail.com,nwS2invN,ssmith1991,1020.0,80.25,,,
27,Teresa Chavez,tchavez@hotmail.com,IpPsGbm0,tchavez1983,9730.0,43.0,,,
22,Daniel Bentley,dbentley@yahoo.it,dVk9wNFx,dbentley1972,1384.0,12.5,,,
99,Allen Hicks,ahicks@yahoo.es,Lx88NX4L,ahicks1988,128.0,1.0,,,
88,Courtney Barr,cbarr@gmail.com,Wwm7b2qs,cbarr1993,960.0,4.5,,,
132,Kayla Schmidt,kschmidt@yahoo.it,LDDxFcrU,kschmidt1998,960.0,1.5,,,
99,Allen Hicks,ahicks@yahoo.es,Lx88NX4L,ahicks1988,2031.0,,positivo,"No decepciona, incluso sorprende",Horas de diversión para amigos y familia
121,Dean Warner,dwarner@icloud.com,Mz5QOECs,dwarner1963,16.0,2.5,,,
110,Craig Smith,csmith@hotmail.com,tzxSkUzQ,csmith1994,375.0,18.0,,,
99,Allen Hicks,ahicks@yahoo.es,Lx88NX4L,ahicks1988,472.0,3.25,,,
102,Benjamin Miller,bmiller@yahoo.it,RRMlowlh,bmiller1969,1026.0,32.0,,,
94,Cynthia Simmons,csimmons@yahoo.it,t6sHW9dD,csimmons1972,733.0,2.25,,,
138,Kevin Jackson,kjackson@yahoo.es,aOqas1F7,kjackson1963,2993.0,24.0,,,
91,Travis Meyers,tmeyers@yahoo.it,rnFwF4aL,tmeyers1960,73.0,60.0,,,
123,Jack Bryant,jbryant@yahoo.com,EyjXHUYs,jbryant1971,8173.0,1.25,,,
148,Mario Shepard,mshepard@hotmail.com,3vVZGIhO,mshepard1995,1871.0,3.0,,,
138,Kevin Jackson,kjackson@yahoo.es,aOqas1F7,kjackson1963,247.0,2.0,,,
82,Donald West,dwest@hotmail.com,h49f9vtW,dwest1975,730.0,2.5,,,
85,Alyssa Bryant,abryant@hotmail.com,TvuOp8nt,abryant1990,732.0,3.25,,,
126,Matthew Hammond,mhammond@icloud.com,OVyLrJKy,mhammond1980,1372.0,3.75,,,
74,Wendy Smith,wsmith@yahoo.it,yiEbsYQQ,wsmith2001,623.0,0.5,,,
124,Jennifer Wilson,jwilson@yahoo.it,gvkCBAv2,jwilson1979,247.0,24.0,,,
32,Mitchell Taylor,mtaylor@gmail.com,VP7qD9CW,mtaylor1996,1262.0,60.0,,,
139,Jason Williams,jwilliams@yahoo.it,vmDmX83Y,jwilliams1974,7323.0,1.75,,,
87,Melissa Rodriguez,mrodriguez@yahoo.com,mVqchhZq,mrodriguez1969,7342.0,4.25,,,
114,Carol Welch,cwelch@gmail.com,sbeW0wlo,cwelch1963,14593.0,75.0,,,
47,Jeffrey Brown,jbrown@gmail.com,rUES9Men,jbrown1968,1970.0,52.0,,,
78,Kimberly Williams,kwilliams@gmail.com,QR867UAL,kwilliams1970,126.0,12.5,,,
112,Jennifer Hopkins,jhopkins@yahoo.es,zLaETntd,jhopkins1985,1262.0,1.75,,,
126,Matthew Hammond,mhammond@icloud.com,OVyLrJKy,mhammond1980,559.0,75.0,,,
100,Jason Stone,jstone@yahoo.com,OxmLgzvq,jstone1973,72.0,32.0,,,
95,Minanda,minanda@hotmail.com,IUxIUoVM,minanda1972,71.0,1.25,,,
88,Courtney Barr,cbarr@gmail.com,Wwm7b2qs,cbarr1993,5503.0,17.0,,,
23,Donna Johnson,djohnson@yahoo.es,oxf4uFom,djohnson1984,2993.0,24.0,,,
13,John Wade,jwade@gmail.com,Uua8Ljit,jwade1974,343.0,2.25,,,
100,Jason Stone,jstone@yahoo.com,OxmLgzvq,jstone1973,1331.0,3.5,,,
22,Daniel Bentley,dbentley@yahoo.it,dVk9wNFx,dbentley1972,6801.0,4.5,,,
150,Jared Pratt,jpratt@yahoo.it,kcQDLiw5,jpratt1973,733.0,16.0,,,
145,Thomas Ashley,tashley@icloud.com,0ZhZO33t,tashley1984,1164.0,3.25,,,
138,Kevin Jackson,kjackson@yahoo.es,aOqas1F7,kjackson1963,8173.0,0.5,,,
108,Laura Mcdaniel,lmcdaniel@icloud.com,suykYALE,lmcdaniel1995,40.0,3.25,,,
27,Teresa Chavez,tchavez@hotmail.com,IpPsGbm0,tchavez1983,501.0,1.5,,,
80,Nicholas Snyder,nsnyder@hotmail.com,38mdWYSX,nsnyder1960,37.0,24.0,,,
133,Brian Rios,brios@icloud.com,ow8NkWYm,brios1983,121.0,1.75,,,
121,Dean Warner,dwarner@icloud.com,Mz5QOECs,dwarner1963,6801.0,4.0,,,
46,Sherri Smith,ssmith@hotmail.com,nwS2invN,ssmith1991,472.0,1.0,,,
79,Michael Stewart,mstewart@hotmail.com,gnBKK1zl,mstewart1996,1970.0,3.25,,,
139,Jason Williams,jwilliams@yahoo.it,vmDmX83Y,jwilliams1974,1942.0,52.0,,,
108,Laura Mcdaniel,lmcdaniel@icloud.com,suykYALE,lmcdaniel1995,623.0,3.75,,,
129,Richard Cummings,rcummings@gmail.com,b8plrpfa,rcummings1976,375.0,7.0,,,
54,Kyle Mckenzie,kmckenzie@yahoo.it,8unHco8S,kmckenzie1982,1802.0,100.0,,,
122,Caroline Wilson,cwilson@gmail.com,2V1fvJAB,cwilson1965,1266.0,4.5,,,
102,Benjamin Miller,bmiller@yahoo.it,RRMlowlh,bmiller1969,7334.0,,positivo,"No decepciona, incluso sorprende",Quien necesita un sniker cuando tienes el pedazo de juego a tu disposición
47,Jeffrey Brown,jbrown@gmail.com,rUES9Men,jbrown1968,7599.0,1.25,,,
148,Mario Shepard,mshepard@hotmail.com,3vVZGIhO,mshepard1995,375.0,47.5,,,
11,Michael Marshall,mmarshall@yahoo.es,JAteLxYq,mmarshall1982,1011.0,0.0,,,
104,Danielle Middleton,dmiddleton@gmail.com,mukaT7rx,dmiddleton1994,12517.0,1.0,,,
78,Kimberly Williams,kwilliams@gmail.com,QR867UAL,kwilliams1970,113.0,2.0,,,
118,Steven Stephenson,sstephenson@yahoo.es,yqP3SOFT,sstephenson2001,12517.0,1.75,,,
47,Jeffrey Brown,jbrown@gmail.com,rUES9Men,jbrown1968,478.0,2.0,,,
19,Bradley Patel,bpatel@icloud.com,4oeUETEP,bpatel1980,498.0,26.5,,,
81,Holly Scott,hscott@gmail.com,fvaf0jVO,hscott1985,730.0,4.5,,,
116,Mr. Brent Barajas,mbrent@hotmail.com,SltGL55J,mbrent1977,9730.0,,negativo,"No es malo, no, es malísimo",Peor que mis laboratorios con margen de error del 1000%
28,Alexandra Lambert,alambert@icloud.com,YIJMpBq3,alambert1984,20.0,41.0,,,
117,Sharon Vaughan,svaughan@gmail.com,OBgdy9ZL,svaughan1970,327.0,1.0,,,
87,Melissa Rodriguez,mrodriguez@yahoo.com,mVqchhZq,mrodriguez1969,8173.0,3.75,,,
138,Kevin Jackson,kjackson@yahoo.es,aOqas1F7,kjackson1963,979.0,3.0,,,
139,Jason Williams,jwilliams@yahoo.it,vmDmX83Y,jwilliams1974,7334.0,28.0,,,
94,Cynthia Simmons,csimmons@yahoo.it,t6sHW9dD,csimmons1972,12517.0,100.0,,,
136,Aaron Greene,agreene@yahoo.es,COO4xT9X,agreene1968,1262.0,90.0,,,
36,Leslie Moore,lmoore@yahoo.com,uLZ8p2nf,lmoore1966,7599.0,4.5,,,
97,Jennifer Mclaughlin,jmclaughlin@yahoo.it,ewdv9IPt,jmclaughlin2001,1871.0,0.25,,,
124,Jennifer Wilson,jwilson@yahoo.it,gvkCBAv2,jwilson1979,11133.0,4.0,,,
36,Leslie Moore,lmoore@yahoo.com,uLZ8p2nf,lmoore1966,493.0,9.5,,,
91,Travis Meyers,tmeyers@yahoo.it,rnFwF4aL,tmeyers1960,2155.0,80.25,,,
95,Minanda,minanda@hotmail.com,IUxIUoVM,minanda1972,537.0,1.0,,,
54,Kyle Mckenzie,kmckenzie@yahoo.it,8unHco8S,kmckenzie1982,17000.0,,positivo,Horas de diversión,"Me acabo de echar 3 ramos, pero valió la pena"
100,Jason Stone,jstone@yahoo.com,OxmLgzvq,jstone1973,478.0,3.0,,,
137,Alexander Webb,awebb@yahoo.es,5e7AnmrQ,awebb1962,14593.0,2.75,,,
12,Steven Sullivan,ssullivan@yahoo.com,oSCRZPnt,ssullivan1988,14593.0,0.25,,,
132,Kayla Schmidt,kschmidt@yahoo.it,LDDxFcrU,kschmidt1998,7331.0,3.25,,,
94,Cynthia Simmons,csimmons@yahoo.it,t6sHW9dD,csimmons1972,1331.0,5.0,,,
124,Jennifer Wilson,jwilson@yahoo.it,gvkCBAv2,jwilson1979,7323.0,0.0,,,
97,Jennifer Mclaughlin,jmclaughlin@yahoo.it,ewdv9IPt,jmclaughlin2001,427.0,1.25,,,
79,Michael Stewart,mstewart@hotmail.com,gnBKK1zl,mstewart1996,239.0,,negativo,Se podrá solicitar la devolución del tiempo perdido en este juego?,Terriblemente malo
134,Joseph Harrison,jharrison@yahoo.es,ZCtisRw5,jharrison1997,731.0,38.5,,,
136,Aaron Greene,agreene@yahoo.es,COO4xT9X,agreene1968,427.0,4.0,,,
145,Thomas Ashley,tashley@icloud.com,0ZhZO33t,tashley1984,16.0,90.0,,,
95,Minanda,minanda@hotmail.com,IUxIUoVM,minanda1972,124.0,3.25,,,
74,Wendy Smith,wsmith@yahoo.it,yiEbsYQQ,wsmith2001,1372.0,0.0,,,
79,Michael Stewart,mstewart@hotmail.com,gnBKK1zl,mstewart1996,233.0,5.0,,,
143,Sharon Weber,sweber@gmail.com,1KvE1GH9,sweber1966,1074.0,20.5,,,
83,Peter Barber,pbarber@icloud.com,5gtKhoFM,pbarber1971,72.0,75.0,,,
54,Kyle Mckenzie,kmckenzie@yahoo.it,8unHco8S,kmckenzie1982,866.0,1.0,,,
95,Minanda,minanda@hotmail.com,IUxIUoVM,minanda1972,11133.0,52.0,,,
143,Sharon Weber,sweber@gmail.com,1KvE1GH9,sweber1966,7346.0,24.0,,,
44,Heidi Hood,hhood@hotmail.com,wfhYEQHK,hhood1985,247.0,4.5,,,
97,Jennifer Mclaughlin,jmclaughlin@yahoo.it,ewdv9IPt,jmclaughlin2001,1942.0,2.75,,,
44,Heidi Hood,hhood@hotmail.com,wfhYEQHK,hhood1985,1074.0,39.5,,,
113,Mr. Terry Ward,mterry@yahoo.com,4QaoW1b6,mterry1965,71.0,4.75,,,
38,Amy Allen,aallen@yahoo.es,JOiUve4K,aallen1997,74.0,,negativo,"Podré ser feo, pero definitivamente soy mejor que este juego... ok no",Nooo el juego
106,Charles Tucker,ctucker@yahoo.es,wCnJiML8,ctucker1961,7344.0,0.0,,,
148,Mario Shepard,mshepard@hotmail.com,3vVZGIhO,mshepard1995,7342.0,3.5,,,
88,Courtney Barr,cbarr@gmail.com,Wwm7b2qs,cbarr1993,1887.0,48.0,,,
133,Brian Rios,brios@icloud.com,ow8NkWYm,brios1983,733.0,2.0,,,
28,Alexandra Lambert,alambert@icloud.com,YIJMpBq3,alambert1984,427.0,0.0,,,
87,Melissa Rodriguez,mrodriguez@yahoo.com,mVqchhZq,mrodriguez1969,233.0,1.0,,,
103,Nicholas Carter,ncarter@icloud.com,5w9UIytL,ncarter1964,2207.0,2.25,,,
81,Holly Scott,hscott@gmail.com,fvaf0jVO,hscott1985,128.0,24.0,,,
108,Laura Mcdaniel,lmcdaniel@icloud.com,suykYALE,lmcdaniel1995,19565.0,10.0,,,
139,Jason Williams,jwilliams@yahoo.it,vmDmX83Y,jwilliams1974,960.0,3.75,,,
91,Travis Meyers,tmeyers@yahoo.it,rnFwF4aL,tmeyers1960,1029.0,52.0,,,
47,Jeffrey Brown,jbrown@gmail.com,rUES9Men,jbrown1968,74.0,,positivo,Me encantaría saber si tiene una secuela,"Consistente, repleto de contenido, soprendentemente bueno"
104,Danielle Middleton,dmiddleton@gmail.com,mukaT7rx,dmiddleton1994,1871.0,24.0,,,
106,Charles Tucker,ctucker@yahoo.es,wCnJiML8,ctucker1961,74.0,2.5,,,
138,Kevin Jackson,kjackson@yahoo.es,aOqas1F7,kjackson1963,9730.0,19.0,,,
46,Sherri Smith,ssmith@hotmail.com,nwS2invN,ssmith1991,59.0,4.25,,,
122,Caroline Wilson,cwilson@gmail.com,2V1fvJAB,cwilson1965,1871.0,16.0,,,
134,Joseph Harrison,jharrison@yahoo.es,ZCtisRw5,jharrison1997,231.0,16.0,,,
108,Laura Mcdaniel,lmcdaniel@icloud.com,suykYALE,lmcdaniel1995,239.0,27.5,,,
10,Antonio Shaw,ashaw@icloud.com,qSOfdTgQ,ashaw1989,434.0,60.0,,,
124,Jennifer Wilson,jwilson@yahoo.it,gvkCBAv2,jwilson1979,7334.0,,positivo,Nisiquiera la mejor de las odas podría describir este juego,"Me acabo de echar 3 ramos, pero valió la pena"
141,Jessica Taylor,jtaylor@yahoo.com,5f3ioZ9I,jtaylor1997,25076.0,5.0,,,
150,Jared Pratt,jpratt@yahoo.it,kcQDLiw5,jpratt1973,76.0,28.5,,,
130,Eric Taylor,etaylor@yahoo.it,NZQdoyvw,etaylor1969,38.0,52.0,,,
146,John Wade,jwade@icloud.com,ENjqJ0g3,jwade1981,116.0,60.0,,,
12,Steven Sullivan,ssullivan@yahoo.com,oSCRZPnt,ssullivan1988,974.0,1.25,,,
38,Amy Allen,aallen@yahoo.es,JOiUve4K,aallen1997,343.0,1.25,,,
64,Michelle Weber,mweber@yahoo.it,TV912g59,mweber1962,478.0,1.0,,,
129,Richard Cummings,rcummings@gmail.com,b8plrpfa,rcummings1976,7344.0,1.5,,,
98,David Cline,dcline@yahoo.es,qn4RRRHk,dcline1963,,,,,
129,Richard Cummings,rcummings@gmail.com,b8plrpfa,rcummings1976,478.0,32.0,,,
149,Amanda Robertson,arobertson@yahoo.it,eXCXIleM,arobertson1963,974.0,10.0,,,
104,Danielle Middleton,dmiddleton@gmail.com,mukaT7rx,dmiddleton1994,1026.0,1.75,,,
97,Jennifer Mclaughlin,jmclaughlin@yahoo.it,ewdv9IPt,jmclaughlin2001,230.0,13.5,,,
102,Benjamin Miller,bmiller@yahoo.it,RRMlowlh,bmiller1969,26758.0,17.0,,,
89,Amanda Smith,asmith@gmail.com,2HpVCr81,asmith1989,1802.0,1.0,,,
126,Matthew Hammond,mhammond@icloud.com,OVyLrJKy,mhammond1980,1020.0,1.75,,,
83,Peter Barber,pbarber@icloud.com,5gtKhoFM,pbarber1971,501.0,24.0,,,
83,Peter Barber,pbarber@icloud.com,5gtKhoFM,pbarber1971,343.0,48.0,,,
113,Mr. Terry Ward,mterry@yahoo.com,4QaoW1b6,mterry1965,1970.0,16.0,,,
143,Sharon Weber,sweber@gmail.com,1KvE1GH9,sweber1966,74.0,27.5,,,
127,Paul Davis,pdavis@gmail.com,vFjUO6Rc,pdavis2001,7342.0,2.75,,,
103,Nicholas Carter,ncarter@icloud.com,5w9UIytL,ncarter1964,730.0,5.0,,,
137,Alexander Webb,awebb@yahoo.es,5e7AnmrQ,awebb1962,1887.0,4.0,,,
97,Jennifer Mclaughlin,jmclaughlin@yahoo.it,ewdv9IPt,jmclaughlin2001,529.0,4.75,,,
140,Katherine Smith,ksmith@icloud.com,HP8EuHQ2,ksmith2000,247.0,24.0,,,
64,Michelle Weber,mweber@yahoo.it,TV912g59,mweber1962,1026.0,1.75,,,
89,Amanda Smith,asmith@gmail.com,2HpVCr81,asmith1989,20.0,11.5,,,
28,Alexandra Lambert,alambert@icloud.com,YIJMpBq3,alambert1984,3025.0,0.0,,,
90,James James,jjames@hotmail.com,nWcB06pO,jjames1966,2031.0,35.5,,,
103,Nicholas Carter,ncarter@icloud.com,5w9UIytL,ncarter1964,109.0,90.0,,,
136,Aaron Greene,agreene@yahoo.es,COO4xT9X,agreene1968,8173.0,2.25,,,
28,Alexandra Lambert,alambert@icloud.com,YIJMpBq3,alambert1984,472.0,3.25,,,
47,Jeffrey Brown,jbrown@gmail.com,rUES9Men,jbrown1968,11208.0,23.0,,,
129,Richard Cummings,rcummings@gmail.com,b8plrpfa,rcummings1976,960.0,75.0,,,
141,Jessica Taylor,jtaylor@yahoo.com,5f3ioZ9I,jtaylor1997,1802.0,80.25,,,
128,Melinda Hess,mhess@yahoo.com,dkoUQ5wV,mhess1971,1020.0,48.0,,,
91,Travis Meyers,tmeyers@yahoo.it,rnFwF4aL,tmeyers1960,623.0,4.75,,,
88,Courtney Barr,cbarr@gmail.com,Wwm7b2qs,cbarr1993,7599.0,2.75,,,
69,Jonathan Kennedy,jkennedy@hotmail.com,Nvxb8bUc,jkennedy1987,960.0,0.25,,,
120,Amanda Sandoval,asandoval@yahoo.es,Mnv5OmqE,asandoval1990,21.0,1.5,,,
125,Gregory Berry,gberry@yahoo.it,rDUQSQVX,gberry1982,559.0,5.0,,,
78,Kimberly Williams,kwilliams@gmail.com,QR867UAL,kwilliams1970,39.0,0.0,,,
13,John Wade,jwade@gmail.com,Uua8Ljit,jwade1974,231.0,10.0,,,
82,Donald West,dwest@hotmail.com,h49f9vtW,dwest1975,1331.0,3.25,,,
46,Sherri Smith,ssmith@hotmail.com,nwS2invN,ssmith1991,11198.0,80.25,,,
44,Heidi Hood,hhood@hotmail.com,wfhYEQHK,hhood1985,126.0,40.0,,,
123,Jack Bryant,jbryant@yahoo.com,EyjXHUYs,jbryant1971,498.0,0.5,,,
28,Alexandra Lambert,alambert@icloud.com,YIJMpBq3,alambert1984,43.0,4.5,,,
105,Charles Gordon,cgordon@gmail.com,kc8gQfxD,cgordon1977,498.0,45.5,,,
128,Melinda Hess,mhess@yahoo.com,dkoUQ5wV,mhess1971,1262.0,4.5,,,
150,Jared Pratt,jpratt@yahoo.it,kcQDLiw5,jpratt1973,529.0,2.25,,,
112,Jennifer Hopkins,jhopkins@yahoo.es,zLaETntd,jhopkins1985,15.0,32.0,,,
99,Allen Hicks,ahicks@yahoo.es,Lx88NX4L,ahicks1988,533.0,1.75,,,
134,Joseph Harrison,jharrison@yahoo.es,ZCtisRw5,jharrison1997,14593.0,0.0,,,
45,Timothy Bryant,tbryant@hotmail.com,NfUPGTeB,tbryant1985,1068.0,,positivo,"Si este juego fuera One Piece, me vería los 1000 episodios",Me recuerda cuando era joven
74,Wendy Smith,wsmith@yahoo.it,yiEbsYQQ,wsmith2001,38.0,4.0,,,
22,Daniel Bentley,dbentley@yahoo.it,dVk9wNFx,dbentley1972,434.0,90.0,,,
90,James James,jjames@hotmail.com,nWcB06pO,jjames1966,375.0,18.0,,,
97,Jennifer Mclaughlin,jmclaughlin@yahoo.it,ewdv9IPt,jmclaughlin2001,126.0,21.5,,,
38,Amy Allen,aallen@yahoo.es,JOiUve4K,aallen1997,1029.0,48.0,,,
9,Jeffrey Aguirre,jaguirre@yahoo.it,dL1lawrd,jaguirre1971,501.0,60.0,,,
120,Amanda Sandoval,asandoval@yahoo.es,Mnv5OmqE,asandoval1990,493.0,26.5,,,
127,Paul Davis,pdavis@gmail.com,vFjUO6Rc,pdavis2001,21.0,2.5,,,
118,Steven Stephenson,sstephenson@yahoo.es,yqP3SOFT,sstephenson2001,974.0,4.25,,,
120,Amanda Sandoval,asandoval@yahoo.es,Mnv5OmqE,asandoval1990,730.0,3.25,,,
150,Jared Pratt,jpratt@yahoo.it,kcQDLiw5,jpratt1973,2155.0,48.0,,,
146,John Wade,jwade@icloud.com,ENjqJ0g3,jwade1981,38.0,24.0,,,
109,Jeff Fischer,jfischer@yahoo.com,wjQQsWFm,jfischer1960,1384.0,7.5,,,
117,Sharon Vaughan,svaughan@gmail.com,OBgdy9ZL,svaughan1970,1020.0,3.5,,,
28,Alexandra Lambert,alambert@icloud.com,YIJMpBq3,alambert1984,478.0,90.0,,,
32,Mitchell Taylor,mtaylor@gmail.com,VP7qD9CW,mtaylor1996,16.0,0.25,,,
78,Kimberly Williams,kwilliams@gmail.com,QR867UAL,kwilliams1970,427.0,2.75,,,
129,Richard Cummings,rcummings@gmail.com,b8plrpfa,rcummings1976,2155.0,1.75,,,
136,Aaron Greene,agreene@yahoo.es,COO4xT9X,agreene1968,537.0,0.0,,,
111,Ryan Merritt,rmerritt@icloud.com,5lqZRmWV,rmerritt1967,1011.0,3.5,,,
95,Minanda,minanda@hotmail.com,IUxIUoVM,minanda1972,2993.0,60.0,,,
146,John Wade,jwade@icloud.com,ENjqJ0g3,jwade1981,40.0,1.75,,,
93,Joanna Brewer,jbrewer@gmail.com,InlgLdUD,jbrewer1984,7346.0,24.0,,,
83,Peter Barber,pbarber@icloud.com,5gtKhoFM,pbarber1971,15.0,32.0,,,
123,Jack Bryant,jbryant@yahoo.com,EyjXHUYs,jbryant1971,559.0,1.5,,,
138,Kevin Jackson,kjackson@yahoo.es,aOqas1F7,kjackson1963,533.0,52.0,,,
36,Leslie Moore,lmoore@yahoo.com,uLZ8p2nf,lmoore1966,3025.0,2.25,,,
135,Ximelez,ximelez@gmail.com,IUxIUoVM,ximelez1965,622.0,10.0,,,
116,Mr. Brent Barajas,mbrent@hotmail.com,SltGL55J,mbrent1977,1942.0,2.75,,,
88,Courtney Barr,cbarr@gmail.com,Wwm7b2qs,cbarr1993,7342.0,52.0,,,
147,Barbara Sanchez,bsanchez@yahoo.com,zeW5Pha5,bsanchez1994,19560.0,1.0,,,
128,Melinda Hess,mhess@yahoo.com,dkoUQ5wV,mhess1971,7334.0,,negativo,Pensar que me entusiasmó en un principio...,No logré comprender la idea del juego
30,Courtney Zuniga,czuniga@yahoo.es,WD76B8dh,czuniga1995,501.0,5.0,,,
87,Melissa Rodriguez,mrodriguez@yahoo.com,mVqchhZq,mrodriguez1969,7346.0,1.0,,,
86,Annette Randolph,arandolph@yahoo.com,lYKgY0ln,arandolph1981,,,,,
77,Anthony Clark,aclark@yahoo.it,PsFGHSvv,aclark1972,9730.0,4.5,,,
85,Alyssa Bryant,abryant@hotmail.com,TvuOp8nt,abryant1990,1331.0,3.0,,,
118,Steven Stephenson,sstephenson@yahoo.es,yqP3SOFT,sstephenson2001,18.0,21.0,,,
30,Courtney Zuniga,czuniga@yahoo.es,WD76B8dh,czuniga1995,472.0,3.25,,,
45,Timothy Bryant,tbryant@hotmail.com,NfUPGTeB,tbryant1985,71.0,60.0,,,
117,Sharon Vaughan,svaughan@gmail.com,OBgdy9ZL,svaughan1970,2155.0,80.25,,,
13,John Wade,jwade@gmail.com,Uua8Ljit,jwade1974,75.0,2.75,,,
148,Mario Shepard,mshepard@hotmail.com,3vVZGIhO,mshepard1995,1887.0,3.75,,,
140,Katherine Smith,ksmith@icloud.com,HP8EuHQ2,ksmith2000,127.0,0.0,,,
35,Dwayne Roberts,droberts@yahoo.it,MCaZ9dwb,droberts1966,76.0,21.5,,,
82,Donald West,dwest@hotmail.com,h49f9vtW,dwest1975,7351.0,1.75,,,
89,Amanda Smith,asmith@gmail.com,2HpVCr81,asmith1989,5503.0,44.0,,,
93,Joanna Brewer,jbrewer@gmail.com,InlgLdUD,jbrewer1984,730.0,1.5,,,
54,Kyle Mckenzie,kmckenzie@yahoo.it,8unHco8S,kmckenzie1982,239.0,35.5,,,
105,Charles Gordon,cgordon@gmail.com,kc8gQfxD,cgordon1977,1266.0,52.0,,,
116,Mr. Brent Barajas,mbrent@hotmail.com,SltGL55J,mbrent1977,76.0,37.0,,,
119,Sheena Harrison,sharrison@yahoo.es,dqJ3UlcF,sharrison2000,2031.0,,positivo,"No decepciona, incluso sorprende","Consistente, repleto de contenido, soprendentemente bueno"
121,Dean Warner,dwarner@icloud.com,Mz5QOECs,dwarner1963,14593.0,24.0,,,
35,Dwayne Roberts,droberts@yahoo.it,MCaZ9dwb,droberts1966,1026.0,1.75,,,
132,Kayla Schmidt,kschmidt@yahoo.it,LDDxFcrU,kschmidt1998,2031.0,,positivo,Me encantaría saber si tiene una secuela,"Todos hablan del New World pero no tienen ni idea de este juego, ni colas tiene"
74,Wendy Smith,wsmith@yahoo.it,yiEbsYQQ,wsmith2001,14593.0,80.25,,,
111,Ryan Merritt,rmerritt@icloud.com,5lqZRmWV,rmerritt1967,75.0,100.0,,,
11,Michael Marshall,mmarshall@yahoo.es,JAteLxYq,mmarshall1982,533.0,1.0,,,
120,Amanda Sandoval,asandoval@yahoo.es,Mnv5OmqE,asandoval1990,478.0,4.75,,,
82,Donald West,dwest@hotmail.com,h49f9vtW,dwest1975,127.0,3.0,,,
47,Jeffrey Brown,jbrown@gmail.com,rUES9Men,jbrown1968,1262.0,52.0,,,
107,Sierra Garrett,sgarrett@hotmail.com,aJ1i7pVt,sgarrett1983,1331.0,24.0,,,
149,Amanda Robertson,arobertson@yahoo.it,eXCXIleM,arobertson1963,1026.0,52.0,,,
120,Amanda Sandoval,asandoval@yahoo.es,Mnv5OmqE,asandoval1990,493.0,,positivo,Mejor juego o mejor juego,Interesante
45,Timothy Bryant,tbryant@hotmail.com,NfUPGTeB,tbryant1985,16.0,0.0,,,
88,Courtney Barr,cbarr@gmail.com,Wwm7b2qs,cbarr1993,59.0,4.0,,,
95,Minanda,minanda@hotmail.com,IUxIUoVM,minanda1972,1970.0,4.5,,,
82,Donald West,dwest@hotmail.com,h49f9vtW,dwest1975,231.0,75.0,,,
54,Kyle Mckenzie,kmckenzie@yahoo.it,8unHco8S,kmckenzie1982,7342.0,4.75,,,
136,Aaron Greene,agreene@yahoo.es,COO4xT9X,agreene1968,545.0,2.75,,,
116,Mr. Brent Barajas,mbrent@hotmail.com,SltGL55J,mbrent1977,113.0,4.0,,,
141,Jessica Taylor,jtaylor@yahoo.com,5f3ioZ9I,jtaylor1997,37.0,75.0,,,
105,Charles Gordon,cgordon@gmail.com,kc8gQfxD,cgordon1977,7342.0,5.0,,,
124,Jennifer Wilson,jwilson@yahoo.it,gvkCBAv2,jwilson1979,128.0,1.0,,,
54,Kyle Mckenzie,kmckenzie@yahoo.it,8unHco8S,kmckenzie1982,7344.0,90.0,,,
127,Paul Davis,pdavis@gmail.com,vFjUO6Rc,pdavis2001,533.0,1.0,,,
100,Jason Stone,jstone@yahoo.com,OxmLgzvq,jstone1973,2993.0,75.0,,,
97,Jennifer Mclaughlin,jmclaughlin@yahoo.it,ewdv9IPt,jmclaughlin2001,15.0,2.5,,,
81,Holly Scott,hscott@gmail.com,fvaf0jVO,hscott1985,1164.0,3.25,,,
47,Jeffrey Brown,jbrown@gmail.com,rUES9Men,jbrown1968,230.0,30.0,,,
94,Cynthia Simmons,csimmons@yahoo.it,t6sHW9dD,csimmons1972,1121.0,1.0,,,
